date,year,month,day,day_of_year,day_of_week,temperature_avg,temperature_min,temperature_max,rainfall_mm,humidity_avg,pressure_hpa,wind_speed_kmh,is_rainy_day,season,is_weekend,location,latitude,longitude,years_since_2010
2010-03-26,2010,3,26,85,4,18.0,12.7,23.0,2.8,92.2,1016.0,10.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-03-27,2010,3,27,86,5,19.1,13.3,23.6,8.4,72.1,1012.2,10.7,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-03-28,2010,3,28,87,6,20.5,14.8,25.4,5.5,54.7,1014.5,12.4,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-03-29,2010,3,29,88,0,19.5,14.1,23.1,0.2,71.0,1016.3,6.6,0,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-03-30,2010,3,30,89,1,21.8,16.1,26.7,3.1,75.6,1029.4,7.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-03-31,2010,3,31,90,2,17.7,13.6,22.9,3.1,66.5,1026.8,8.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-01,2010,4,1,91,3,19.5,14.4,24.8,3.3,73.4,1007.1,8.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-02,2010,4,2,92,4,20.7,14.8,24.2,13.6,92.2,1011.9,8.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-03,2010,4,3,93,5,19.4,13.5,22.8,3.4,77.1,1004.8,9.1,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-04,2010,4,4,94,6,21.1,15.2,24.7,3.1,92.6,1020.3,12.3,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-05,2010,4,5,95,0,21.6,17.2,27.3,4.0,95.0,1021.9,9.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-06,2010,4,6,96,1,21.4,16.2,24.7,3.3,64.7,995.2,13.1,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-07,2010,4,7,97,2,18.5,14.1,23.6,1.5,53.2,1027.6,10.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-08,2010,4,8,98,3,19.6,15.7,23.4,6.3,78.6,1016.5,9.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-09,2010,4,9,99,4,22.5,17.4,28.0,5.9,77.2,1023.0,9.1,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-10,2010,4,10,100,5,20.8,14.9,25.5,0.6,56.7,1047.4,9.0,0,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-11,2010,4,11,101,6,20.6,15.2,25.2,4.8,74.4,1019.9,9.4,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-12,2010,4,12,102,0,20.2,15.4,25.4,11.0,95.0,1014.6,10.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-13,2010,4,13,103,1,20.7,15.3,24.7,14.2,74.3,987.3,13.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-14,2010,4,14,104,2,18.0,14.1,23.6,7.8,82.4,997.1,5.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-15,2010,4,15,105,3,18.6,15.0,21.7,5.1,85.6,1003.9,13.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-16,2010,4,16,106,4,20.0,16.8,23.6,1.3,70.3,1020.6,14.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-17,2010,4,17,107,5,22.4,17.4,26.6,9.0,72.6,1012.6,8.5,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-18,2010,4,18,108,6,23.2,20.0,27.7,1.7,93.4,1008.2,9.5,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-19,2010,4,19,109,0,22.3,17.0,28.0,3.8,80.1,1021.6,14.7,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-20,2010,4,20,110,1,22.3,17.2,26.3,1.6,88.9,1021.7,7.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-21,2010,4,21,111,2,22.5,16.8,27.4,16.1,73.1,1001.8,8.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-22,2010,4,22,112,3,21.6,17.4,25.9,5.9,69.4,1000.2,12.1,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-23,2010,4,23,113,4,22.2,16.5,28.0,8.7,72.1,1005.9,5.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-24,2010,4,24,114,5,22.4,18.9,27.9,0.2,85.6,1002.1,5.1,0,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-25,2010,4,25,115,6,21.1,16.1,25.6,2.5,48.2,1013.2,5.7,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-26,2010,4,26,116,0,20.5,15.6,24.4,5.9,90.2,1018.2,8.1,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-27,2010,4,27,117,1,21.4,17.4,27.4,7.7,93.9,1012.1,6.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-28,2010,4,28,118,2,21.1,16.2,27.0,1.3,80.7,1007.7,6.1,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-29,2010,4,29,119,3,24.2,19.3,28.0,2.2,58.8,1034.8,8.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-04-30,2010,4,30,120,4,22.7,17.6,28.0,5.3,40.0,1019.9,14.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-01,2010,5,1,121,5,24.8,20.8,28.0,3.1,81.0,1002.0,12.8,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-02,2010,5,2,122,6,23.9,20.3,28.0,2.3,76.3,1011.0,13.9,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-03,2010,5,3,123,0,23.0,18.5,27.6,3.6,70.1,1005.9,10.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-04,2010,5,4,124,1,20.8,15.4,25.3,6.6,82.5,1019.5,7.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-05,2010,5,5,125,2,22.2,16.7,26.1,1.2,88.8,1016.9,11.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-06,2010,5,6,126,3,20.7,16.1,24.4,4.4,79.9,1026.3,11.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-07,2010,5,7,127,4,22.9,19.0,26.7,5.1,82.9,1018.7,9.7,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-08,2010,5,8,128,5,19.6,15.5,22.6,1.2,81.2,1018.2,13.5,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-09,2010,5,9,129,6,21.3,16.7,24.7,7.6,88.7,1021.8,10.7,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-10,2010,5,10,130,0,22.9,18.4,26.0,5.1,75.7,1019.5,8.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-11,2010,5,11,131,1,22.0,18.3,25.6,6.8,83.2,1009.9,12.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-12,2010,5,12,132,2,20.9,16.0,26.0,3.7,95.0,1024.5,12.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-13,2010,5,13,133,3,23.0,17.6,26.2,2.6,71.1,998.8,13.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-14,2010,5,14,134,4,21.8,16.6,27.5,5.7,86.8,1003.5,6.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-15,2010,5,15,135,5,20.2,15.1,24.7,2.3,76.5,1010.4,7.3,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-16,2010,5,16,136,6,22.7,18.3,25.9,2.8,91.8,1025.9,11.3,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-17,2010,5,17,137,0,19.0,13.1,24.9,6.1,67.2,1024.7,6.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-18,2010,5,18,138,1,24.1,18.6,28.0,0.9,81.1,1012.6,14.1,0,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-19,2010,5,19,139,2,23.7,18.0,27.7,7.0,88.1,1023.5,8.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-20,2010,5,20,140,3,24.7,19.8,27.8,1.5,68.7,1021.9,13.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-21,2010,5,21,141,4,23.1,18.3,28.0,7.7,64.4,1004.8,14.5,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-22,2010,5,22,142,5,24.2,20.0,27.6,2.7,90.9,1000.5,10.7,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-23,2010,5,23,143,6,22.1,17.9,25.6,3.7,83.9,1006.0,14.6,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-24,2010,5,24,144,0,22.4,17.1,25.4,3.7,77.1,996.4,11.3,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-25,2010,5,25,145,1,22.3,17.9,26.1,12.0,85.2,1014.6,7.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-26,2010,5,26,146,2,26.0,21.2,28.0,4.3,86.3,1026.5,11.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-27,2010,5,27,147,3,24.1,18.7,27.2,5.9,70.8,1017.1,11.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-28,2010,5,28,148,4,24.7,19.0,27.9,12.1,91.7,1028.4,9.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-29,2010,5,29,149,5,23.4,19.8,28.0,4.6,70.7,1017.4,11.9,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-30,2010,5,30,150,6,21.8,16.0,26.8,1.3,87.0,1013.9,11.6,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-05-31,2010,5,31,151,0,23.8,18.9,28.0,6.7,78.9,1021.6,13.4,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-01,2010,6,1,152,1,23.4,19.1,27.7,2.9,55.0,1006.0,12.7,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-02,2010,6,2,153,2,22.8,17.2,28.0,1.8,62.1,1025.0,8.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-03,2010,6,3,154,3,22.9,19.6,27.3,9.0,71.7,994.0,6.2,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-04,2010,6,4,155,4,25.7,20.7,28.0,6.0,58.3,1017.5,5.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-05,2010,6,5,156,5,23.8,19.5,28.0,1.6,79.5,1003.1,13.8,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-06,2010,6,6,157,6,23.6,19.9,27.4,3.8,51.2,1025.2,6.6,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-07,2010,6,7,158,0,24.6,19.8,27.9,5.8,72.1,1025.6,8.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-08,2010,6,8,159,1,21.3,17.0,24.7,0.8,63.9,1030.3,10.4,0,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-09,2010,6,9,160,2,23.8,17.9,28.0,11.7,73.2,1007.5,12.6,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-10,2010,6,10,161,3,25.5,21.4,28.0,6.8,69.6,998.0,8.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-11,2010,6,11,162,4,24.7,21.6,28.0,3.0,63.4,1007.6,5.1,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-12,2010,6,12,163,5,23.3,18.7,26.3,7.0,95.0,1009.2,5.9,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-13,2010,6,13,164,6,25.0,21.3,28.0,5.7,55.8,1000.9,13.9,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-14,2010,6,14,165,0,23.5,17.5,28.0,4.4,77.6,1007.6,8.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-15,2010,6,15,166,1,20.9,15.9,26.8,3.5,75.7,1025.9,7.2,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-16,2010,6,16,167,2,21.6,16.8,26.3,3.0,83.9,1009.6,14.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-17,2010,6,17,168,3,21.6,17.5,25.1,18.2,77.4,1010.4,11.8,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-18,2010,6,18,169,4,24.8,21.1,28.0,2.2,83.3,1021.3,5.0,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-19,2010,6,19,170,5,20.2,15.6,26.2,4.7,74.6,1005.0,5.9,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-20,2010,6,20,171,6,22.4,18.2,28.0,3.5,90.2,1013.9,10.6,1,Rainy,1,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-21,2010,6,21,172,0,24.4,20.4,28.0,1.2,74.5,1024.1,13.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
2010-06-22,2010,6,22,173,1,23.8,18.9,28.0,2.5,62.0,1011.7,14.9,1,Rainy,0,"Kumbo, Cameroon",3.848,11.5021,0
